item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q3708591	Diotto	Festival in Scarperia, Italy	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q3358324	Omek Tannou	Tunisian tradition	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q5459759	Flitch of bacon custom	old marriage custom in England	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q4348551	penkkarit	annual tradition among Finnish upper secondary school students	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q217671	Lipizzaner	horse breed and breeding traditions as Intangible Cultural Heritage of Humanity	entity	gestures and habits	tradition	cultural representative
http://www.wikidata.org/entity/Q154005	Day of the Holy Innocents	Christian observance that commemorates the execution of the male children in Bethlehem as told in Matthew 2:16	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q191000	oud	pear-shaped stringed instrument	entity	gestures and habits	tradition	cultural representative
http://www.wikidata.org/entity/Q80383	The Song of the Sibyl	medieval liturgical songs in Catalan	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q40270	Ride of the Kings	Czech Christian festival	entity	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q9174	religion	social-cultural system	entity	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q130566584	trunk-or-treating	version of trick-or-treating with automobile trunks	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q16837973	funeral biscuit	type of biscuit traditionally served at funerals in England and North America	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q19872192	Jewish-American patronage of Chinese restaurants	American Jews' amity for Chinese food as part of their culture	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q55182423	hoesik	type of gathering in Korea	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q6982032	naval tradition	traditional seafaring act	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q6859833	Three Obediences and Four Virtues	Confucian ethics	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q11955723	Communal meal	meal eaten by a group of people	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q7404848	Salish weaving	traditional textile techniques of the Coast Salish peoples	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q4400843	Russian wedding traditions	explains the Russian wedding culture	concept	gestures and habits	tradition	cultural representative
http://www.wikidata.org/entity/Q5433392	family tradition	aggregate of attitudes, ideas and ideals, and environment, which a person inherits from their parents and ancestors	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q5329913	Easter traditions	traditions of the Easter holiday	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q5153956	communal dining	practice of dining with others	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q4823773	Australian Aboriginal avoidance practices	relationships in traditional Aboriginal society where certain people were required to avoid others in their family or clan	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q5547841	Georgia Tech traditions	Aspect of Georgia Tech culture	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q5110396	Christian tradition	practices or beliefs associated with Christianity	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q5134394	clipping the church	ancient custom	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q3480053	food presentation	art of modifying, processing, arranging, or decorating food to enhance its aesthetic appeal	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q3479143	Seren taun	sundanese rice harvest festival	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q2640756	Last bell	last day of school education ceremony in post-Soviet countries	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q3293380	Twelve Grapes	Spanish New Year tradition	concept	gestures and habits	tradition	cultural representative
http://www.wikidata.org/entity/Q4219052	Kelaghayi	silk headscarf tradition of Azerbaijan and intangible cultural heritage	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q3539309	Trinxat	resembles bubble and squeak	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q1350207	invented tradition	recently invented cultural practice perceived as old	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q1473981	schlachtfest	traditional German sacrificial ceremony	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q1778821	cuisine	characteristic style of cooking practices and traditions	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q750053	homecoming	tradition of welcoming back alumni of a school	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q717040	Christmas tradition	traditions of celebrating Christmas around the world	concept	gestures and habits	tradition	cultural agnostic
http://www.wikidata.org/entity/Q905351	talchum	traditional type of dance with Korean masks worn by people	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q658778	whaling in the Faroe Islands	hunting and killing of whales in the Faroe Islands	concept	gestures and habits	tradition	cultural exclusive
http://www.wikidata.org/entity/Q1614911	Thai greeting	popular Thai greeting	concept	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q3075768	elbow bump	informal greeting where two people touch elbows	concept	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q2359665	Paschal greeting	Christian custom, according to which one greet another on Easter with “Christ is risen!”, with the reply “He is risen indeed!”	concept	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q2511747	eyebrow flash	raising of eyebrows as a social signal	concept	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q127417041	mihi	a greeting in te reo Māori	concept	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q106179839	Three-finger salute	Hand gesture	concept	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q419736	acclamation	form of election that does not use a ballot	concept	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q452539	Hongi	traditional Māori greeting	concept	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q83390	acclamatio	expression of enthusiasm in Ancient Roman and Byzantine tradition; common to many political and religious rituals and important to medieval Christian worship	concept	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q516766	salutation	greeting	concept	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q7531686	Sitaram	Wikimedia disambiguation page	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q17060446	Mahalo	Term associated with Hawaiian culture	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q16979745	Mahlzeit	phrase	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q19779674	Jai Bhim	greeting of Ambedkarists and Navayana Buddhists. It's literally means "Victory to Dr. B.R. Ambedkar".	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q13566133	wa alaykumu s-salam	standard response to the As-salamu alaykum greeting	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q107284488	Praise the Lord	religious phrase	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q24236057	Liberian snap handshake	Liberian greeting gesture	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q13109234	welcome	greeting	entity	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q7680270	Talofa	Greeting in Samoan language	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q98815142	hello	salutation or greeting in the English language	entity	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q6753350	Many Happy Returns	birthday or winter holiday greeting	entity	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q4273740	mabuhay	Tagalog/Filipino greeting	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q3786023	Ho ho ho	Santa's greeting	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q1552334	Tashi delek	Tibetan expression used in greeting, congratulation, and good-luck wishes	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q1943034	Moin	greeting	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q1631958	howdy	informal greeting	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q1552440	Grüß Gott	Greeting in Southern Germany and Austria	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q3631386	Sat Shri Akaal	Sikh and Punjabi greeting	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q2779105	houdoe	Dutch parting phrase	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q1631996	how	greeting	entity	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q7410101	Sampeah	Cambodian greeting	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q5699417	Heil og sæl	Icelandic greeting	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q2361914	Alláh-u-Abhá	greeting	entity	gestures and habits	greeting	cultural exclusive
http://www.wikidata.org/entity/Q1529318	shaka sign	hand gesture associated with Hawaii and surf culture	entity	gestures and habits	greeting	cultural representative
http://www.wikidata.org/entity/Q310609	ahoy	traditional maritime greeting	entity	gestures and habits	greeting	cultural agnostic
http://www.wikidata.org/entity/Q110709437	Paralysis (sexuality)	immobility during a sexual assault	concept	gestures and habits	body language	cultural agnostic
http://www.wikidata.org/entity/Q467	woman	female adult human	entity	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q585902	mixotroph	capacity to switch between trophic modes	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q640114	epibiont	organism that lives on the surface of another living organism	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q335183	phototroph	organism using energy from light in metabolic processes	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q501898	heterozygotes	cells containing two different alleles of a gene	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q518808	keystone species	species that has a disproportionately large effect on its environment relative to its abundance	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q463532	created kind	purported to be the original forms of life as they were created by God	concept	biology	organism	cultural exclusive
http://www.wikidata.org/entity/Q440743	Bradytroph	Strain of an organism exhibiting slow growth	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q303479	hermaphrodite	sexually reproducing organism that produces both male and female gametes	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q221673	host organism	organism that harbors another organism; organism whose resources are used by another organism then called parasite	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q219174	pest	living organism detrimental to humans or human concerns	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q213907	model organism	organisms used to study biology across species	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q206912	extremophile	organisms specifically adapted to live and survive in extreme environments	concept	biology	organism	cultural
http://www.wikidata.org/entity/Q196188	acidophile	organisms that thrive under highly acidic conditions (usually at pH 2.0 or below)	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q189790	anaerobic organism	organism living in the absence of oxygen	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q193124	aerobic organism	organism that thrives in an oxygenated environment	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q166242	synanthrope	wild animal or plant that lives near, and benefits from, an association with human beings	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q170065	pathogen	biological entity that causes disease in its host, which is typically an infectious microorganism or agent, such as a virus, bacterium, protozoan, prion, viroid, or fungus	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q159344	heterotroph	organism that ingests or absorbs organic carbon (rather than fix carbon from inorganic sources such as carbon dioxide) in order to be able to produce energy	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q107994	vector	agent that carries and transmits an infectious pathogen into another living organism	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q130279	nanobe	rock and sediment microstructure	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q131427	autotroph	organism that produces complex organic compounds (such as carbohydrates, fats, and proteins) from simple substances present in its surroundings, generally using energy from light (photosynthesis) or inorganic chemical reactions (chemosynthesis)	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q105784	Homo heidelbergensis	extinct species of the genus Homo	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q83093	mushroom	fleshy, spore-bearing fruiting body of a fungus, typically produced above ground on soil or on its food source	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q29348656	biped	organism that usually moves using two legs	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q123740152	ramet	name for individual stems in a clonal colony	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q17013437	fetus	stage in the prenatal development of viviparous organisms	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q109655120	formatotroph	organism that can assimilate formate or formic acid as a carbon source	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q30314118	mirror life	hypothetical form of life with mirror-reflected molecular building blocks (proteins, nucleic acids, etc.)	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q60794338	mycoparasitism	parasite fungus of another fungus	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q25582391	poikilotherm	organism with considerable internal temperature variation	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q80994	adult	living organism that has reached sexual maturity	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q45279	oligotroph	organism that can live in an environment that offers very low levels of nutrients	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q44148	male organism	male animal or plant	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q43445	female organism	organism of the female sex	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q42621	hybrid	offspring of cross-species reproduction	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q39833	microorganism	microscopic living organism	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q36468	unicellular organism	organism consisting of only one cell	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q36458	multicellular organism	organism that consists of more than one cell	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q33196	embryo	multicellular diploid eukaryote in its earliest stage of development	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q11710365	aquatic organism	organism that inhabits water	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q16132073	extraterrestrial	lifeform that does not originate from Earth	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q15276545	sentient being	in Buddhism, being with consciousness, sentience, or in some contexts life itself	concept	biology	organism	cultural representative
http://www.wikidata.org/entity/Q10253316	parasite	organism adapted to living on or in another organism and causing harm to its host	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q7101924	Organisms at high altitude	organisms capable of living at high altitudes	concept	biology	organism	cultural agnostic
http://www.wikidata.org/entity/Q4531850	endocrinologist	scientist who studies the endocrine system	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q16063497	evolutionary biologist	biologist focused on evolutionary biology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q15839134	ecologist	person who works in the scientific field of ecology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q8001342	wildlife biologist	occupation	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q3779582	microbiologist	person who investigates the characteristics of microscopic organisms	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q6337803	neuroscientist	individual who studies neuroscience	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q4915128	biomedical scientist	scientist trained in biology, particularly in the context of medicine	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q52899051	biostatistician	profession	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q1662561	paleontologist	scientist specialising in paleontology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q3061999	astrobiologist	person who is occupied in astrobiology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q350979	zoologist	someone who studies or practices zoology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q2055046	physiologist	scientist who studies the function of living systems	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q2374149	botanist	person who practices botany	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q2919046	biochemist	scientist specialized in biochemistry	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q3126128	geneticist	biologist who studies genetics	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q2904166	clinical biologist	health professional specialised in clinical biology	concept	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q63738	Gottlieb Conrad Christian Storr	German naturalist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q64331	Christian Konrad Sprengel	German botanist (1750-1816)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q64395	Heinrich Georg Bronn	German scientist (1800-1862)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q64321	Fritz Schaudinn	German zoologist (1871–1906)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q64246	Albrecht Wilhelm Roth	German botanist (1757-1834)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63514	Reinhardt Kristensen	Danish biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q185777	Alexis Carrel	French surgeon and biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q85639	Paul A. Weiss	Austrian-American biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q85201	Maria von Maltzan	German resistance member (1909-1997)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q86872	Erwin Bünning	German biologist (1906-1990)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q86462	Rupert Riedl	Austrian zoologist (1925–2005)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q85907	Richard Hertwig	German zoologist (1850-1937)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q86269	Nicole C. Karafyllis	German biologist and philosopher	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q87449	Antal Festetics	Hungarian scientist, live in Austria (born: 1937)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q86455	Egon Horak	Austrian botanist and mycologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q85476	Max von Gruber	Austrian bacteriologist (1853–1927)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q87095	Karl Emil Lischke	German biologist, diplomat and politician (1813-1886)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q86458	Hugo Kronecker	German physiologist (1839–1914)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q109699	Wolfgang Lippert	German botanist (1937-2018)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q109599	Detlef Weigel	German-American biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q109559	Thomas A. Steitz	American biochemist (1940–2018)	entity	biology	biologist	cultural representative
http://www.wikidata.org/entity/Q184366	Thomas Henry Huxley	British biologist and comparative anatomist (1825–1895)	entity	biology	biologist	cultural representative
http://www.wikidata.org/entity/Q63251	Wilhelm Philippe Schimper	German-French botanist (1808-1880)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63430	Max Fürbringer	German anatomist and ornithologist (1846-1920)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63397	Gustav Jäger	German naturalist and hygienist (1832-1917)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63326	Theodor Wilhelm Engelmann	German physiologist (1843–1909)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63424	Heinrich Christian Macklot	German naturalist (1799–1832)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63206	Otto Brunfels	German botanist and theologian (1488-1534)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q183337	David Attenborough	British broadcaster and naturalist (born 1926)	entity	biology	biologist	cultural representative
http://www.wikidata.org/entity/Q108246	Werner E. Reichardt	German physicist and biologist (1924–1992)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108384	Carsten Niemitz	German scientist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108286	Rüdiger Klein	German biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108576	Daniel Carleton Gajdusek	Nobel Prize-winning medical researcher	entity	biology	biologist	cultural agnostic
http://www.wikidata.org/entity/Q108624	Diethard Tautz	German geneticist and evolutionary biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108896	Hamilton Smith	American microbiologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108467	Hartmut Wekerle	German biologist	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q108166	Hans Gaffron	German biologist (1902–1979)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q1043	Carl Linnaeus	Swedish botanist, physician, and zoologist (1707–1778)	entity	biology	biologist	cultural representative
http://www.wikidata.org/entity/Q182882	John James Audubon	French-American ornithologist, naturalist, and painter (1785–1851)	entity	biology	biologist	cultural representative
http://www.wikidata.org/entity/Q178412	Giovanni Battista Amici	Italian astronomer, microscopist, and botanist (1786-1863)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q179265	Julia Carabias	Mexican professor	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q178823	Carl Linnaeus the Younger	Swedish botanist (1741–1783)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q63159	Karl Rudolphi	Swedish-German biologist (1771-1832)	entity	biology	biologist	cultural exclusive
http://www.wikidata.org/entity/Q5235171	Lates stappersii	species of fish	entity	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2920990	yearling	young horse of either sex that is between one and two years old	entity	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q778590	Asaphus	genus of trilobites	entity	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q10444973	shinshi	animal messengers in Shinto	concept	biology	animal	cultural exclusive
http://www.wikidata.org/entity/Q8043801	xerocole	animal adapted to live in the desert	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q16977725	micro-animal	small animal which can be seen only under the microscope	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q16390140	wild animal	non-domesticated individual animal or animal species	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q12410060	kosher animal	type of animal compliant with Jewish regulations for consumption	concept	biology	animal	cultural representative
http://www.wikidata.org/entity/Q13023682	non-human	organism not in the genus Homo	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q6667323	big cat	larger felid species	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q4926625	blind animal	animals of limited visual perception	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q3248864	terrestrial animal	animals living on land	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q5421292	exploding animal	explosion of animals from natural causes or human activity	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q3503560	animals in Islam	Islam view about animals	concept	biology	animal	cultural exclusive
http://www.wikidata.org/entity/Q2917486	flying or gliding animal	animal that uses aerial locomotion	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2739176	feral	formerly domestic animals which survive in the wild	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2751034	mouse	small long tailed rodent	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2850019	fossorial	organism adapted to digging and life underground	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2850018	genetically modified animal	animals that have been genetically modified for various purposes	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q1756633	aquatic animal	animals that partially or wholly inhabit aquatic habitats	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2479906	litter	animal offspring	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q1141466	pollinator	animal that transfers pollen from flower to flower	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q1200566	social animal	animal that is greatly interactive with other members of its species	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q2380428	talking animal	non-human animal that can produce sounds or gestures resembling those of a human language	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q751806	nekton	aggregate of actively swimming aquatic organisms in a body of water	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q962054	ecosystem engineer	any animal that creates, significantly modifies, maintains or destroys a habitat	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q723846	Ediacaran biota	enigmatic tubular and frond-shaped, mostly sessile organisms that lived during the Ediacaran Period (ca. 635–542 Mya)	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q587698	ectotherm	organism where internal heating sources are small or negligible	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q485501	Anamniotes	group of vertebrates consisting of amphibians and fish	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q622852	domesticated animal	animal that has been tamed and that lives with humans	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q220160	zooid	single animal that is part of a colonial animal	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q247285	taming	act of make obedient, docile and tractable; to train to follow orders of the owner	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q386510	Achatinidae	family of molluscs	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q164509	omnivore	organism consuming a variety of foods, usually including both plants and animals as diet	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q126167	bearded vulture	species of bird	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q59099	herbivore	animal anatomically and physiologically adapted to eating plant material	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q43806	invertebrate	animal without a vertebral column	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q25397	Manis	genus of pangolins	concept	biology	animal	cultural agnostic
http://www.wikidata.org/entity/Q187858	Easter egg tree	German tradition of decorating trees and bushes with Easter eggs	entity	biology	tree	cultural representative
http://www.wikidata.org/entity/Q18674606	Malus domestica	species of genus apple (malus)	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q17038225	Yew	common name given to various species of trees	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q17016206	Genetically modified tree	tree whose DNA has been modified using genetic engineering techniques	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q13140033	trees of Pakistan	tree species of the country Pakistan	concept	biology	tree	cultural exclusive
http://www.wikidata.org/entity/Q14169641	cypress	tree name applied to many plants of different genera	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q127849	Tilia	genus of plants	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q117085	Ilex	genus of plants	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q106094	Pinus pinea	species of plant	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q104819	Malus	flowering genus in the rose family Rosaceae	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q81513	Citrus	genus of fruit-bearing plants (source of fruit such as lemons and oranges)	concept	biology	tree	cultural agnostic
http://www.wikidata.org/entity/Q46871	Jugo	species of plant	concept	biology	tree	cultural agnostic
